Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,District,Price
220,47,2,2,1,1,0,0,0,Artur Alvim,930
148,45,2,2,1,1,0,0,0,Artur Alvim,1000
100,48,2,2,1,1,0,0,0,Artur Alvim,1000
200,48,2,2,1,1,0,0,0,Artur Alvim,1000
410,55,2,2,1,1,1,0,0,Artur Alvim,1300
0,50,2,2,1,1,0,0,0,Artur Alvim,1170
180,52,1,2,1,1,1,0,0,Artur Alvim,1000
150,40,2,2,1,1,0,0,0,Artur Alvim,900
0,65,2,2,1,1,0,0,0,Artur Alvim,1000
0,100,2,2,1,1,0,0,0,Artur Alvim,1000
160,38,2,2,1,1,0,0,0,Artur Alvim,760
150,48,2,2,1,1,0,0,0,Artur Alvim,800
130,56,2,2,1,1,0,0,0,Artur Alvim,900
200,56,2,2,1,1,0,0,0,Artur Alvim,1000
418,54,2,2,1,1,1,0,1,Belem,1800
416,45,2,2,1,1,0,0,0,Belem,1600
337,55,2,2,1,1,1,0,0,Belem,1500
306,43,2,2,1,1,1,0,0,Belem,1600
150,80,2,2,1,1,1,0,0,Belem,1600
420,46,2,2,1,1,0,0,0,Belem,1600
800,67,3,2,1,1,1,1,0,Belem,1900
720,68,3,2,1,1,0,0,1,Belem,2500
743,63,2,2,1,1,0,0,1,Belem,1400
530,59,3,2,1,1,0,0,0,Belem,1800
2893,230,3,2,1,2,0,0,0,Belem,1500
857,113,3,2,1,2,1,0,0,Belem,2300
530,68,2,2,1,1,0,0,1,Belem,2250
445,65,2,2,1,1,0,0,1,Belem,1700
290,55,2,2,1,1,1,0,1,Belem,1726
450,50,1,2,1,1,1,0,1,Belem,1700
300,48,2,2,1,1,1,0,0,Belem,1600
140,36,1,2,1,1,0,0,0,Belem,810
811,107,3,3,1,2,1,0,1,Belem,3000
760,60,3,2,1,1,0,0,0,Belem,1750
857,113,3,2,1,2,1,0,0,Belem,2500
1450,155,3,4,3,3,1,1,0,Belem,3800
300,66,2,2,1,1,1,0,0,Belem,1600
692,57,2,2,1,1,0,0,0,Belem,990
500,57,2,2,1,2,0,0,1,Belem,1850
377,55,2,2,1,1,1,1,0,Belem,1950
400,85,2,2,1,1,0,0,0,Belem,1099
907,114,4,3,2,2,0,0,1,Belem,2300
275,80,3,2,1,1,0,0,0,Belem,1500
289,44,2,2,1,1,1,0,0,Belem,1300
374,55,2,2,1,1,1,1,0,Belem,1900
500,51,2,2,1,1,1,0,0,Belem,1350
857,115,3,2,1,2,1,0,1,Belem,2500
750,73,3,2,1,1,1,0,0,Belem,2500
0,48,2,2,1,1,0,0,0,Cangaiba,1200
0,65,2,2,1,1,1,0,0,Cangaiba,1450
590,64,3,2,1,1,1,0,0,Cangaiba,1100
560,58,2,2,1,1,0,0,1,Cangaiba,870
310,57,2,2,1,1,0,0,0,Cangaiba,1300
380,58,2,2,1,1,0,0,0,Cangaiba,1000
546,96,3,2,1,1,0,0,0,Cangaiba,1100
250,48,2,2,1,1,0,0,0,Cangaiba,1100
0,40,1,2,1,1,0,0,0,Cangaiba,800
400,62,2,2,1,1,1,0,0,Cangaiba,1200
250,53,2,2,1,1,0,0,0,Cangaiba,900
0,52,2,2,1,1,0,0,0,Cangaiba,1150
400,55,2,2,1,1,1,0,0,Cangaiba,1250
580,60,2,2,1,1,1,0,1,Cangaiba,1100
570,67,2,2,1,1,1,0,1,Cangaiba,1200
0,50,2,2,1,1,0,0,0,Cangaiba,1200
400,55,2,2,1,1,0,0,0,Cangaiba,1200
0,55,2,2,1,1,1,0,0,Cangaiba,1400
0,52,3,2,1,1,0,0,0,Cangaiba,1350
587,70,3,2,1,1,0,0,0,Cangaiba,1200
0,46,2,2,1,1,0,0,0,Cangaiba,1300
380,48,2,2,1,1,1,0,0,Cangaiba,1000
0,48,2,2,1,1,0,0,0,Cangaiba,1600
400,52,2,2,1,1,1,0,1,Cangaiba,1600
370,55,2,2,1,1,0,0,0,Cangaiba,1150
220,45,2,2,1,1,1,0,0,Cangaiba,1200
410,56,3,2,1,1,0,0,0,Cangaiba,1500
340,48,2,2,1,1,0,0,0,Cangaiba,1120
400,55,2,2,1,1,0,0,0,Cangaiba,1300
0,60,2,2,1,1,0,0,0,Cangaiba,1100
340,50,2,2,1,1,1,1,1,Carrao,1860
708,70,2,2,1,1,1,0,1,Carrao,1400
850,105,3,4,3,2,0,0,1,Carrao,3200
500,50,2,2,1,1,1,0,0,Carrao,900
1000,125,3,2,1,2,0,0,0,Carrao,3500
1030,126,3,4,3,2,1,0,1,Carrao,3500
580,98,2,1,2,2,0,0,1,Carrao,3500
345,49,2,2,1,1,0,0,0,Carrao,1350
374,65,2,2,1,1,1,0,1,Carrao,2300
580,62,2,2,1,1,1,0,1,Carrao,1300
510,64,2,2,1,1,0,0,0,Carrao,1400
1030,126,3,5,3,2,1,0,1,Carrao,3500
520,64,3,2,1,1,0,0,1,Carrao,1600
750,60,2,2,1,1,0,0,1,Carrao,1000
678,75,3,2,1,2,0,0,1,Carrao,2200
450,54,2,2,1,1,0,0,1,Carrao,1600
248,48,2,2,1,1,1,0,1,Carrao,1700
510,64,2,2,1,1,0,0,0,Carrao,1400
497,48,2,2,1,1,0,0,0,Carrao,1200
450,48,2,2,1,1,0,0,0,Carrao,1200
320,50,2,2,1,1,0,0,0,Carrao,1000
733,70,2,2,1,1,1,1,0,Carrao,1441
835,56,2,2,1,1,0,0,1,Carrao,1200
550,72,2,2,1,1,1,0,0,Carrao,1400
650,114,3,3,1,2,1,1,1,Carrao,3100
130,40,1,2,1,1,0,0,0,Carrao,1200
0,106,3,2,1,1,1,0,1,Carrao,2200
320,50,2,2,1,1,1,0,0,Carrao,1350
870,77,3,2,1,2,1,0,1,Carrao,1500
546,61,2,2,1,1,0,0,1,Carrao,1900
1500,198,3,2,1,3,0,0,1,Carrao,3000
100,35,2,2,1,1,0,0,0,Carrao,1200
870,78,3,2,1,2,0,0,1,Carrao,1500
583,72,2,2,1,1,1,0,1,Carrao,1300
560,62,2,2,1,1,1,0,1,Carrao,1280
450,50,2,2,1,1,1,0,0,Carrao,1200
0,65,3,2,1,1,0,0,0,Cidade Lider,1300
415,50,2,2,1,1,1,0,0,Cidade Lider,850
465,48,2,2,1,1,1,0,0,Cidade Lider,900
360,66,3,2,1,1,1,0,1,Cidade Lider,1400
480,82,3,2,1,1,1,1,0,Cidade Lider,1800
0,64,3,2,1,1,0,0,0,Cidade Lider,1200
0,30,1,2,1,1,0,0,0,Cidade Lider,700
0,50,1,2,1,1,0,0,0,Cidade Lider,500
290,46,2,2,1,1,1,0,0,Cidade Lider,1200
300,50,2,2,1,1,1,0,0,Cidade Lider,1100
530,63,3,2,1,1,1,0,1,Cidade Lider,1500
498,47,2,2,1,1,0,0,0,Cidade Lider,1100
442,67,2,2,1,1,0,0,0,Cidade Lider,1100
415,48,2,2,1,1,0,0,0,Cidade Lider,1300
350,56,2,2,1,1,0,0,0,Cidade Lider,1200
0,70,3,2,1,1,0,0,0,Cidade Lider,1300
482,82,3,2,1,1,1,1,0,Cidade Lider,1800
0,49,2,2,1,1,0,0,0,Cidade Lider,1346
330,50,2,2,1,1,0,0,1,Cidade Lider,1000
400,47,2,2,1,1,0,0,0,Cidade Lider,1350
0,70,2,2,1,1,0,0,0,Cidade Lider,1000
415,50,2,2,1,1,0,0,0,Cidade Lider,850
430,60,2,2,1,1,1,0,1,Cidade Lider,950
250,47,2,2,1,1,1,0,0,Cidade Lider,700
490,92,3,2,1,1,1,1,0,Cidade Lider,1850
320,50,2,2,1,1,1,0,0,Cidade Lider,780
0,48,2,2,1,1,0,0,0,Cidade Lider,900
395,55,2,2,1,1,1,0,1,Cidade Lider,1000
530,62,3,2,1,1,1,0,1,Cidade Lider,1000
480,62,3,2,1,1,1,0,1,Cidade Lider,1100
375,55,2,2,1,1,1,0,1,Cidade Lider,1500
100,48,2,2,1,1,0,0,0,Cidade Tiradentes,550
110,46,2,2,1,1,0,0,0,Cidade Tiradentes,600
0,48,2,2,1,1,0,0,0,Cidade Tiradentes,700
50,46,2,2,1,1,0,0,0,Cidade Tiradentes,800
615,74,3,2,1,1,1,0,1,Cidade Tiradentes,2000
330,70,2,2,1,1,0,0,1,Cidade Tiradentes,1200
500,60,1,2,1,2,0,0,1,Cidade Tiradentes,3000
50,45,2,2,1,1,0,0,0,Cidade Tiradentes,750
0,54,2,2,1,1,0,0,0,Cidade Tiradentes,850
0,48,2,2,1,1,0,0,0,Cidade Tiradentes,750
100,49,2,2,1,1,0,0,0,Cidade Tiradentes,600
0,48,2,2,1,1,0,0,0,Cidade Tiradentes,700
0,50,2,2,1,1,0,0,0,Cidade Tiradentes,750
0,48,2,2,1,1,0,0,0,Cidade Tiradentes,750
250,45,2,2,1,1,0,0,0,Cidade Tiradentes,700
350,50,2,2,1,1,0,0,0,Cidade Tiradentes,1100
387,50,2,2,1,1,0,0,0,Cidade Tiradentes,1300
359,60,2,2,1,1,0,0,0,Cidade Tiradentes,950
387,50,2,2,1,1,0,0,0,Cidade Tiradentes,1300
380,50,2,2,1,1,0,0,0,Cidade Tiradentes,950
195,48,2,2,1,1,0,1,0,Cidade Tiradentes,900
0,50,2,2,1,1,0,0,0,Cidade Tiradentes,870
170,60,2,2,1,1,1,0,0,Cidade Tiradentes,650
180,40,2,2,1,1,0,1,0,Cidade Tiradentes,720
0,48,2,2,1,1,0,0,0,Cidade Tiradentes,700
150,46,2,2,1,1,0,0,0,Cidade Tiradentes,700
172,52,2,2,1,1,0,0,0,Cidade Tiradentes,628
182,38,2,2,1,1,1,0,0,Cidade Tiradentes,700
0,40,2,2,1,1,0,0,0,Ermelino Matarazzo,850
0,48,2,2,1,1,1,1,0,Ermelino Matarazzo,1300
650,50,2,2,1,1,1,0,1,Ermelino Matarazzo,900
0,52,2,2,1,1,1,0,0,Ermelino Matarazzo,1200
0,50,2,2,1,1,1,0,1,Ermelino Matarazzo,1350
520,55,2,2,1,1,1,0,1,Ermelino Matarazzo,800
650,52,2,2,1,1,1,0,1,Ermelino Matarazzo,920
0,48,2,2,1,1,0,0,0,Ermelino Matarazzo,1300
0,50,2,2,1,1,0,0,0,Ermelino Matarazzo,1000
0,64,2,2,1,1,0,0,0,Ermelino Matarazzo,1100
180,48,2,2,1,1,0,0,0,Ermelino Matarazzo,1200
320,48,2,2,1,1,0,1,0,Ermelino Matarazzo,2000
0,65,2,2,1,1,0,0,0,Ermelino Matarazzo,900
0,62,3,2,1,1,0,0,0,Ermelino Matarazzo,1500
0,55,2,2,1,1,0,0,0,Ermelino Matarazzo,1000
452,50,2,2,1,1,1,0,1,Ermelino Matarazzo,1200
0,53,2,2,1,1,0,0,0,Ermelino Matarazzo,1500
0,53,2,2,1,1,0,0,0,Ermelino Matarazzo,1240
0,44,2,2,1,1,0,0,0,Ermelino Matarazzo,1300
420,50,2,2,1,1,1,0,1,Ermelino Matarazzo,1350
370,70,2,2,1,1,1,0,1,Ermelino Matarazzo,1600
470,50,2,2,1,1,1,1,0,Ermelino Matarazzo,855
0,50,2,2,1,1,1,1,1,Ermelino Matarazzo,1300
0,52,2,2,1,1,1,0,0,Ermelino Matarazzo,1600
0,70,2,2,1,1,0,0,0,Ermelino Matarazzo,999
0,70,2,2,1,1,0,0,0,Ermelino Matarazzo,888
0,70,2,2,1,1,0,0,0,Ermelino Matarazzo,999
0,70,2,2,1,1,0,0,0,Ermelino Matarazzo,888
1080,107,3,2,1,1,1,0,0,Iguatemi,4500
1031,120,3,3,1,1,1,0,0,Iguatemi,4200
1100,87,2,2,1,1,1,0,0,Iguatemi,4500
1100,87,2,2,1,1,0,0,0,Iguatemi,4500
1031,120,3,2,1,1,0,0,0,Iguatemi,4200
600,90,2,2,1,1,1,0,0,Iguatemi,4300
1100,87,2,2,1,1,1,0,0,Iguatemi,4500
1044,42,1,2,1,2,0,0,0,Iguatemi,4393
160,38,2,2,1,1,0,0,0,Itaim Paulista,800
0,46,2,2,1,1,0,0,0,Itaim Paulista,900
240,41,2,2,1,1,0,0,0,Itaim Paulista,660
290,38,2,2,1,1,0,0,0,Itaim Paulista,1000
75,43,2,2,1,1,0,0,0,Itaim Paulista,650
220,41,2,2,1,1,0,0,0,Itaim Paulista,630
0,48,2,2,1,1,0,0,0,Itaim Paulista,1000
160,41,2,2,1,1,0,0,0,Itaim Paulista,940
450,57,2,2,1,1,1,1,0,Itaquera,1100
325,56,2,2,1,1,0,0,0,Itaquera,1800
350,57,2,2,1,1,0,0,0,Itaquera,1150
0,58,2,2,1,1,0,0,0,Itaquera,1200
365,58,2,2,1,1,1,0,0,Itaquera,900
0,35,1,2,1,1,0,0,0,Itaquera,900
500,88,3,2,1,1,0,0,0,Itaquera,1200
100,35,2,2,1,1,0,0,0,Itaquera,800
200,52,2,2,1,1,1,0,1,Itaquera,1400
400,55,2,2,1,1,1,0,0,Itaquera,850
0,60,3,2,1,1,0,0,0,Itaquera,1300
352,53,2,2,1,1,1,0,0,Itaquera,1000
380,49,2,2,1,1,0,0,0,Itaquera,1200
490,88,3,2,1,1,1,0,0,Itaquera,1200
500,63,3,2,1,1,1,0,1,Itaquera,1000
0,55,2,2,1,1,1,0,0,Itaquera,1250
0,47,2,2,1,1,0,0,1,Itaquera,1300
412,50,2,2,1,1,0,0,1,Itaquera,1000
420,47,2,2,1,1,1,0,0,Itaquera,1180
325,50,2,2,1,1,1,0,0,Itaquera,600
340,55,2,2,1,1,1,0,0,Itaquera,1100
450,70,2,2,1,1,0,0,0,Itaquera,1200
0,38,2,2,1,1,0,0,0,Itaquera,1000
300,53,2,2,1,1,0,0,1,Itaquera,1700
260,50,2,2,1,1,0,0,0,Itaquera,900
0,42,2,2,1,1,0,0,1,Itaquera,1200
0,58,2,2,1,1,1,0,0,Itaquera,1300
0,56,2,2,1,1,0,0,1,Itaquera,1600
360,62,2,2,1,1,1,0,1,Jardim Helena,1100
360,62,2,2,1,1,0,0,1,Jardim Helena,1100
0,45,2,2,1,1,1,0,0,Jardim Helena,850
320,56,3,2,1,1,0,0,1,Jardim Helena,880
190,45,1,2,1,1,0,0,0,Jardim Helena,650
190,40,1,2,1,1,0,0,0,Jardim Helena,750
0,60,3,2,1,1,1,0,1,Jardim Helena,1500
198,57,2,2,1,1,0,0,0,Jardim Helena,840
220,60,2,2,1,1,0,0,0,Jardim Helena,800
220,60,2,2,1,1,0,0,0,Jardim Helena,800
0,60,2,2,1,1,1,1,0,Jardim Helena,1300
0,40,1,2,1,1,0,0,0,Jardim Helena,500
0,48,2,2,1,1,0,0,0,Jardim Helena,850
0,43,2,2,1,1,0,1,0,Jardim Helena,940
200,72,4,2,1,1,0,0,1,Jardim Helena,1500
300,45,2,2,1,1,1,1,1,Jardim Helena,1200
0,40,2,2,1,1,0,0,0,Jardim Helena,1100
0,43,2,2,1,1,0,0,0,Jardim Helena,1100
320,68,3,2,1,1,1,0,0,Jardim Helena,1300
0,49,2,2,1,1,0,0,0,Jardim Helena,810
0,75,2,2,1,2,0,0,0,Jardim Helena,2300
190,48,2,2,1,1,0,0,0,Jardim Helena,650
0,90,1,2,1,1,0,0,0,Jardim Helena,600
0,44,2,2,1,1,0,0,0,Jose Bonifacio,900
200,54,2,2,1,1,0,0,0,Jose Bonifacio,900
120,50,2,2,1,1,1,0,0,Jose Bonifacio,1100
160,50,2,2,1,1,0,0,0,Jose Bonifacio,700
200,56,2,2,1,1,0,0,0,Jose Bonifacio,800
200,53,3,2,1,1,0,0,0,Jose Bonifacio,900
115,48,2,2,1,1,0,0,0,Jose Bonifacio,750
200,53,3,2,1,1,0,0,0,Jose Bonifacio,900
100,52,2,2,1,1,0,0,0,Jose Bonifacio,1000
0,50,2,2,1,1,0,0,0,Jose Bonifacio,900
120,56,2,2,1,1,0,0,0,Jose Bonifacio,850
0,56,2,2,1,1,0,0,0,Jose Bonifacio,1100
150,48,2,2,1,1,0,0,0,Jose Bonifacio,800
0,65,2,2,1,1,0,0,0,Jose Bonifacio,850
0,57,2,2,1,1,0,0,0,Jose Bonifacio,1100
0,47,2,2,1,1,0,0,0,Jose Bonifacio,900
300,55,2,2,1,1,1,1,0,Jose Bonifacio,1300
100,45,2,2,1,1,0,0,0,Jose Bonifacio,800
120,56,2,2,1,1,0,0,0,Jose Bonifacio,880
130,48,2,2,1,2,0,0,0,Jose Bonifacio,900
140,52,2,2,1,1,0,0,0,Jose Bonifacio,700
110,48,2,2,1,1,0,0,0,Jose Bonifacio,800
105,56,2,2,1,1,0,0,0,Jose Bonifacio,900
80,58,2,2,1,1,0,0,0,Jose Bonifacio,900
0,56,2,2,1,1,0,0,0,Jose Bonifacio,900
270,50,2,2,1,1,0,0,0,Jose Bonifacio,730
270,50,2,2,1,1,0,0,0,Jose Bonifacio,1100
260,58,3,2,1,1,0,0,0,Jose Bonifacio,1000
165,53,3,2,1,1,0,0,0,Jose Bonifacio,850
0,101,3,2,1,1,0,0,0,Jose Bonifacio,1089
120,48,2,2,1,1,0,0,0,Jose Bonifacio,880
0,53,3,2,1,1,1,0,0,Jose Bonifacio,1200
290,49,3,2,1,1,0,0,1,Jose Bonifacio,1100
0,55,2,2,1,1,0,0,0,Jose Bonifacio,1300
280,60,3,2,1,1,0,0,0,Jose Bonifacio,1300
340,56,2,2,1,1,0,0,0,Jose Bonifacio,1200
200,60,2,2,1,1,0,0,0,Lajeado,800
0,45,2,2,1,1,0,0,0,Lajeado,900
0,50,2,2,1,1,0,0,0,Lajeado,950
300,59,3,2,1,1,0,0,1,Lajeado,950
0,46,2,2,1,1,0,0,0,Lajeado,850
204,55,3,2,1,1,0,0,1,Lajeado,1000
240,47,2,2,1,1,0,0,0,Lajeado,1100
300,50,2,2,1,1,0,0,1,Parque do Carmo,1100
0,50,2,2,1,1,0,0,0,Parque do Carmo,1200
352,50,2,2,1,1,1,0,0,Parque do Carmo,1200
290,46,2,2,1,1,1,0,0,Parque do Carmo,1200
350,50,2,2,1,1,1,0,0,Parque do Carmo,1000
646,65,2,2,1,1,1,1,0,Penha,1350
515,53,2,2,1,1,0,0,0,Penha,1100
313,53,2,2,1,1,0,0,0,Penha,1600
416,54,2,2,1,1,0,0,0,Penha,1290
200,47,1,2,1,1,1,0,0,Penha,1100
1250,120,3,2,1,2,0,0,0,Penha,1200
551,57,2,2,1,1,0,0,0,Penha,1400
563,58,2,2,1,1,0,0,0,Penha,1400
475,58,2,2,1,1,1,0,1,Penha,900
200,47,1,2,1,1,1,0,0,Penha,1000
380,52,2,2,1,1,1,0,0,Penha,1200
230,61,2,2,1,1,0,0,0,Penha,1200
500,63,2,2,1,1,0,0,0,Penha,1400
398,70,3,2,1,2,0,0,1,Penha,2200
230,61,2,2,1,1,0,0,0,Penha,1200
550,49,2,2,1,1,0,0,0,Penha,1600
0,75,3,2,1,2,0,0,0,Penha,2500
453,63,3,2,1,1,0,0,1,Penha,1200
500,50,2,2,1,2,1,0,1,Penha,2000
300,47,2,2,1,1,1,0,0,Penha,1100
700,68,3,2,1,1,0,0,0,Penha,1500
1400,110,2,2,1,2,0,0,0,Penha,2500
597,75,3,2,1,1,0,0,0,Penha,1400
0,53,2,2,1,1,0,0,0,Penha,1700
370,54,2,2,1,1,0,0,1,Penha,1600
180,78,2,2,1,1,1,0,0,Penha,1500
400,68,2,2,1,1,1,0,1,Penha,2000
50,50,2,2,1,1,0,0,0,Penha,900
0,84,2,2,1,1,1,0,0,Penha,1300
600,54,2,2,1,1,0,0,1,Penha,1100
730,70,3,2,1,1,0,0,0,Penha,1500
382,54,2,2,1,1,1,0,1,Penha,1200
393,48,2,2,1,1,1,0,0,Penha,1200
400,50,2,2,1,1,0,0,1,Penha,1200
473,49,2,2,1,1,0,0,1,Penha,1900
500,50,2,2,1,1,1,0,1,Penha,1600
330,65,2,2,1,1,0,0,0,Ponte Rasa,800
480,50,2,2,1,1,1,0,0,Ponte Rasa,1100
0,49,2,2,1,1,0,0,0,Ponte Rasa,1660
360,50,2,2,1,1,0,0,0,Ponte Rasa,850
0,60,2,2,1,1,0,0,0,Ponte Rasa,1000
0,60,2,2,1,1,0,0,0,Ponte Rasa,1000
0,50,2,2,1,1,0,0,0,Ponte Rasa,900
0,50,2,2,1,1,0,0,1,Ponte Rasa,1070
0,40,1,2,1,1,0,0,0,Sapopemba,750
542,65,3,2,1,1,0,0,1,Sapopemba,1300
100,74,2,2,1,1,1,0,0,Sapopemba,1200
350,57,2,2,1,1,0,0,0,Sapopemba,1650
279,56,2,2,1,1,0,0,0,Sapopemba,1500
650,95,3,1,2,2,1,0,1,Sapopemba,2600
246,56,2,2,1,1,0,0,0,Sapopemba,1500
365,72,3,2,1,1,1,0,1,Sapopemba,1205
400,56,2,2,1,1,0,0,0,Sapopemba,1600
542,68,3,2,1,1,1,0,1,Sapopemba,1300
0,48,2,2,1,1,0,0,0,Sapopemba,900
279,56,2,2,1,1,0,0,0,Sapopemba,1500
560,57,2,2,1,1,0,1,1,Sapopemba,1500
246,57,2,2,1,1,0,0,0,Sapopemba,1500
510,57,2,2,1,1,0,0,0,Sapopemba,1200
246,56,2,2,1,1,0,0,0,Sapopemba,1500
246,56,2,2,1,1,0,0,0,Sapopemba,1500
275,56,2,2,1,1,0,0,0,Sapopemba,1500
279,56,2,2,1,1,0,0,0,Sapopemba,1500
279,56,2,2,1,1,0,0,0,Sapopemba,1500
358,56,2,2,1,1,0,0,1,Sapopemba,1600
330,56,2,2,1,1,0,0,0,Sapopemba,1400
542,65,3,2,1,1,0,0,0,Sapopemba,1600
330,56,2,2,1,1,0,0,0,Sapopemba,1400
330,56,2,2,1,1,0,0,1,Sapopemba,1400
330,56,2,2,1,1,0,0,0,Sapopemba,1400
330,56,2,2,1,1,0,0,0,Sapopemba,1400
330,56,2,2,1,1,0,0,0,Sapopemba,1400
330,56,2,2,1,1,0,0,0,Sapopemba,1400
330,56,2,2,1,1,0,0,0,Sapopemba,1400
330,56,2,2,1,1,0,0,0,Sapopemba,1400
320,56,2,2,1,1,1,0,1,Sapopemba,1500
360,57,2,2,1,1,0,1,1,Sapopemba,1600
360,56,2,2,1,1,1,0,1,Sapopemba,1200
430,65,3,2,1,2,1,0,0,Sao Lucas,1100
291,57,2,2,1,1,0,0,0,Sao Lucas,1300
240,48,2,2,1,1,0,0,0,Sao Lucas,1300
500,50,2,2,1,1,0,0,0,Sao Lucas,1400
662,136,2,2,1,3,0,0,0,Sao Lucas,1800
1300,98,3,2,1,2,1,1,1,Sao Lucas,1700
971,95,3,2,1,2,1,0,1,Sao Lucas,1500
0,56,2,2,1,1,0,0,1,Sao Lucas,1350
540,69,3,2,1,1,1,0,1,Sao Lucas,1190
540,70,3,2,1,1,1,1,1,Sao Lucas,1190
540,70,3,2,1,1,1,1,1,Sao Lucas,1190
450,57,3,2,1,1,0,0,0,Sao Lucas,1200
0,50,2,2,1,1,0,1,0,Sao Lucas,1500
0,63,3,2,1,2,0,0,0,Sao Lucas,1550
0,56,2,2,1,1,0,0,0,Sao Lucas,1700
560,60,2,2,1,1,0,0,0,Sao Lucas,1100
0,82,3,2,1,1,0,0,0,Sao Lucas,1200
0,56,3,2,1,1,0,0,0,Sao Lucas,1600
0,61,3,2,1,1,0,0,0,Sao Lucas,1600
0,82,3,2,1,1,0,1,0,Sao Lucas,1200
0,84,3,2,1,1,0,0,0,Sao Lucas,2000
0,63,3,2,1,1,0,0,0,Sao Lucas,1800
0,63,3,2,1,1,0,0,0,Sao Lucas,1800
0,64,3,2,1,1,0,1,0,Sao Lucas,1800
448,50,2,2,1,1,0,0,1,Sao Lucas,1100
0,50,2,2,1,1,0,0,1,Sao Lucas,1780
390,50,2,2,1,1,0,0,0,Sao Lucas,1500
0,65,3,2,1,1,1,0,0,Sao Lucas,1200
0,60,2,2,1,1,0,0,0,Sao Lucas,2000
550,60,2,2,1,1,0,0,0,Sao Lucas,1500
0,60,2,2,1,1,0,0,0,Sao Lucas,1550
534,58,2,2,1,1,1,0,0,Sao Lucas,1000
554,60,2,2,1,1,1,0,0,Sao Lucas,1250
609,55,3,2,1,1,0,0,1,Sao Lucas,1000
550,60,2,2,1,1,0,0,0,Sao Lucas,1000
572,60,2,2,1,1,1,0,0,Sao Lucas,2000
280,48,2,2,1,1,0,0,0,Sao Mateus,930
0,40,2,2,1,1,0,0,0,Sao Mateus,850
0,45,2,2,1,1,0,0,0,Sao Mateus,800
0,60,3,2,1,1,1,0,1,Sao Mateus,1428
0,50,2,2,1,1,0,0,1,Sao Mateus,1100
250,44,1,2,1,1,1,1,1,Sao Mateus,950
380,48,2,2,1,1,0,0,0,Sao Mateus,1000
269,51,2,2,1,1,0,0,1,Sao Mateus,750
0,40,1,2,1,1,0,0,0,Sao Mateus,650
400,48,2,2,1,1,0,0,0,Sao Mateus,1100
290,56,2,2,1,1,0,0,0,Sao Mateus,700
0,45,2,2,1,1,0,0,0,Sao Mateus,800
270,47,2,2,1,1,0,0,1,Sao Mateus,1300
283,56,2,2,1,1,0,0,0,Sao Mateus,700
302,45,2,2,1,1,0,0,0,Sao Mateus,650
270,47,2,2,1,1,0,0,1,Sao Mateus,1100
230,50,2,2,1,1,0,0,0,Sao Mateus,850
250,63,2,2,1,3,0,0,0,Sao Mateus,850
250,54,2,2,1,1,0,0,0,Sao Mateus,1100
220,55,2,2,1,1,0,0,0,Sao Mateus,900
250,57,2,2,1,1,1,0,0,Sao Mateus,1000
235,65,3,2,1,1,1,0,0,Sao Mateus,1365
396,66,2,2,1,1,0,0,0,Sao Mateus,1200
0,45,2,2,1,1,1,0,0,Sao Mateus,1100
350,47,2,2,1,1,1,0,0,Sao Mateus,1000
0,45,2,2,1,1,1,0,0,Sao Mateus,1100
250,54,2,2,1,1,1,0,0,Sao Mateus,1100
0,65,3,2,1,1,0,0,1,Sao Mateus,1700
473,65,3,2,1,1,0,0,1,Sao Mateus,1200
270,48,2,2,1,1,1,0,0,Sao Mateus,1000
470,60,3,2,1,1,0,0,0,Sao Mateus,1200
0,43,2,2,1,1,1,1,0,Sao Mateus,1200
0,52,2,2,1,1,1,1,1,Sao Miguel,1800
460,68,2,2,1,1,0,0,1,Sao Miguel,950
0,38,1,2,1,1,0,0,0,Sao Miguel,650
200,55,2,2,1,1,1,0,0,Sao Miguel,1100
0,57,2,2,1,1,0,0,1,Sao Miguel,1500
450,62,3,2,1,1,1,1,1,Sao Miguel,1600
0,48,2,2,1,1,0,0,0,Sao Miguel,900
0,44,2,2,1,1,0,0,0,Sao Miguel,700
0,50,2,2,1,1,0,0,0,Sao Miguel,1400
100,44,2,2,1,1,0,0,0,Sao Miguel,650
0,30,2,2,1,1,0,0,0,Sao Miguel,650
0,44,2,2,1,1,0,0,0,Sao Miguel,750
0,72,4,2,1,1,0,0,1,Sao Miguel,1500
0,50,2,2,1,1,0,0,0,Sao Miguel,1200
295,48,2,2,1,1,0,0,0,Sao Rafael,480
0,48,1,2,1,1,1,1,0,Sao Rafael,1900
450,84,2,2,1,1,0,0,0,Sao Rafael,1400
522,50,1,2,1,1,0,0,0,Sao Rafael,1000
522,50,2,2,1,1,0,0,0,Sao Rafael,900
322,37,1,2,1,1,0,1,0,Sao Rafael,1800
320,50,1,2,1,1,1,0,0,Sao Rafael,1100
350,52,2,2,1,1,1,0,0,Tatuape,1450
470,45,1,2,1,1,1,0,1,Tatuape,2100
500,68,3,2,1,1,0,0,0,Tatuape,1650
700,90,3,2,1,2,1,1,1,Tatuape,3400
560,66,2,2,1,1,0,0,0,Tatuape,1550
600,60,2,2,1,1,0,0,0,Tatuape,1500
900,90,3,2,1,2,1,0,1,Tatuape,1600
1180,126,3,2,1,3,0,0,1,Tatuape,2300
425,35,1,2,1,1,1,1,1,Tatuape,2300
660,85,3,2,1,2,0,0,0,Tatuape,2500
390,82,3,2,1,1,0,1,1,Tatuape,1900
